metric,real,generator,ratio_gen_over_real,same_order_of_magnitude
request_bytes,285.1666666666667,790.908991825613,2.7734973412937918,True
update_bytes,355.7916666666667,1784.2222222222222,5.01479486278643,True
updates_per_delegation,6.0,2.482288828337875,0.4137148047229791,True
interarrival_s,0.020478387483065793,0.31172900672272813,15.222341455376133,True
